name,state,latitude,longitude,population
Cedaredge,CO,38.90165,-107.92645,2183
Cedarhurst,NY,40.62288,-73.7243,6682
Cedartown,GA,34.01123,-85.25593,9750
Cedarville,AR,35.56981,-94.36688,1368
Cedarville,CA,41.52906,-120.17328,514
Cedarville,IL,42.37585,-89.63317,716
Cedarville,KY,37.32539,-82.32737,49
Cedarville,MD,38.6629,-76.80219,717
Cedarville,NJ,39.33261,-75.19963,776
Cedarville,OH,39.74423,-83.80854,4177
Cedonia,MD,39.33221,-76.53206,3168
Cedro,NM,35.02227,-106.35364,430
Celebration,FL,28.32529,-81.53313,7427
Celeryville,OH,41.02978,-82.73185,210
Celeste,TX,33.29428,-96.1947,836
Celina,OH,40.54894,-84.57023,10387
Celina,TN,36.55006,-85.50525,1494
Celina,TX,33.32456,-96.78444,64427
Celoron,NY,42.1095,-79.2831,1070
Cement,OK,34.93201,-98.14033,495
Cement City,MI,42.07004,-84.3305,426
Cementon,PA,40.68926,-75.50768,1538
Centennial,CO,39.57916,-104.87692,109741
Centennial,WY,41.29831,-106.14168,270
Centennial Park,AZ,36.95381,-112.98132,1264
Center,CO,37.75306,-106.10864,2204
Center,MO,39.5081,-91.52877,506
Center,ND,47.11638,-101.29959,564
Center,NE,42.60945,-97.87673,93
Center,TX,31.51073,-96.4247,5727
Center,TX,31.79545,-94.17909,5211
Center City,MN,45.39385,-92.8166,628
Center Harbor,NH,43.7098,-71.46035,1061
Center Hill,FL,28.64999,-81.99258,1194
Center Junction,IA,42.11612,-91.08709,111
Center Line,MI,42.48504,-83.0277,8320
Center Moriches,NY,40.80038,-72.78982,7580
Center Ossipee,NH,43.75508,-71.15201,561
Center Point,AL,33.64566,-86.6836,16655
Center Point,IA,42.19083,-91.78518,2521
Center Point,IN,39.41699,-87.07724,239
Center Point,LA,31.24824,-92.20985,492
Center Ridge,AR,35.37397,-92.56294,388
Center Sandwich,NH,43.80757,-71.43924,123
Center Valley,PA,40.52927,-75.39324,711
Centerburg,OH,40.30451,-82.69628,2052
Centereach,NY,40.85843,-73.09955,31578
Centerfield,UT,39.12524,-111.81909,1387
Centerfield,UT,40.69134,-111.89799,1084
Centerport,NY,43.0409,-76.59272,5457
Centerport,NY,40.88538,-73.37623,5508
Centerport,PA,40.4862,-76.00744,398
Centerton,AR,36.3598,-94.28521,12023
Centertown,KY,37.41727,-86.99611,443
Centertown,MO,38.61864,-92.41241,275
Centertown,TN,35.72507,-85.92054,246
Centerview,MO,38.74418,-93.84522,270
Centerville,CA,36.73384,-119.49791,392
Centerville,GA,32.63014,-83.68963,7575
Centerville,IA,40.73418,-92.87409,5372
Centerville,IA,42.09276,-93.93551,5745
Centerville,IN,39.81782,-84.99635,2576
Centerville,MA,41.64872,-70.34808,9190
Centerville,ME,44.70563,-67.67889,27
Centerville,MN,45.16302,-93.05578,3930
Centerville,MO,37.43505,-90.95846,188
Centerville,NC,36.18626,-78.10555,92
Centerville,OH,39.62839,-84.15938,23882
Centerville,PA,41.73617,-79.76311,214
Centerville,PA,40.04535,-79.97561,3191
Centerville,SC,34.53205,-82.70402,6586
Centerville,SC,32.99573,-80.17037,5288
Centerville,SD,43.11943,-96.96144,868
Centerville,TN,35.77896,-87.46696,3584
Centerville,TX,31.25796,-95.97829,903
Centerville,UT,40.918,-111.87216,16877
Centerville,WA,45.75318,-120.90479,112
Centrahoma,OK,34.60981,-96.34556,93
Central,AK,65.5723,-144.80387,96
Central,AZ,32.86757,-109.79286,645
Central,LA,30.55435,-91.03677,28295
Central,SC,34.72427,-82.78125,5167
Central,TN,36.32622,-82.28958,2279
Central,TN,35.80369,-89.5373,2686
Central,UT,37.41665,-113.62441,613
Central 14th Street / Spring Road,DC,38.93707,-77.03265,25899
Central 14th Street / WMATA Northern Bus Barn,DC,38.94467,-77.03262,11147
Central Bridge,NY,42.71119,-74.33874,593
Central City,AR,35.31926,-94.25215,494
Central City,CO,39.80193,-105.51416,724
Central City,IA,42.20388,-91.52406,1269
Central City,IL,38.54894,-89.12701,1129
Central City,IL,41.23781,-88.28173,1359
Central City,KY,37.29393,-87.12333,5892
Central City,NE,41.11585,-98.00172,2886
Central City,PA,40.11063,-78.80197,1073
Central City,SD,44.36582,-103.77242,130
Central Falls,RI,41.89066,-71.39228,19303
Central Garage,VA,37.74403,-77.13164,1318
Central Gardens,TX,29.99549,-94.01406,4347
Central Heights-Midland City,AZ,33.40372,-110.81541,2534
Central High,OK,34.62313,-98.08976,1184
Central Islip,NY,40.79065,-73.20178,34450
Central Lake,MI,45.07,-85.26451,935
Central Pacolet,SC,34.91346,-81.74843,216
Central Park,WA,46.97343,-123.69239,2685
Central Point,OR,42.37596,-122.91643,17995
Central Square,NY,43.28674,-76.14604,1813
Central Valley,NY,41.33176,-74.12098,1810
Central Valley,UT,38.70386,-112.09881,554
Central Waterford,CT,41.34504,-72.12948,2887
Centralhatchee,GA,33.369,-85.10355,393
Centralia,IA,42.47222,-90.83707,130
Centralia,IL,38.52505,-89.1334,12655
Centralia,KS,39.72583,-96.12722,509
Centralia,MO,39.21032,-92.13795,4194
Centralia,PA,40.80425,-76.3405,5
Centralia,WA,46.71621,-122.9543,16753
Centre,AL,34.15204,-85.67885,3570
Centre Hall,PA,40.84756,-77.68611,1243
Centre Island,NY,40.90177,-73.51985,409
Centreville,AL,32.9462,-87.11669,2704
Centreville,IL,38.58338,-90.12511,5027
Centreville,MD,39.04178,-76.06633,4627
Centreville,MI,41.92338,-85.52832,1415
Centreville,MS,31.08962,-91.06844,1560
Centreville,VA,38.84039,-77.42888,71135
Centuria,WI,45.45135,-92.55409,925
Century,FL,30.97324,-87.26386,1762
Century,WV,39.09982,-80.18869,115
Ceredo,WV,38.39647,-82.55877,1388
Ceres,CA,37.59493,-120.95771,47963
Ceresco,NE,41.05722,-96.64474,897
Cerrillos,NM,35.43782,-106.12252,241
Cerritos,CA,33.85835,-118.06479,49975
Cerro Gordo,IL,39.89059,-88.72813,1353
Cerro Gordo,NC,34.32211,-78.92642,200
Cerulean,KY,36.95949,-87.71001,314
Cetronia,PA,40.58676,-75.52963,2115
Ceylon,MN,43.53357,-94.63165,356
Chackbay,LA,29.88354,-90.79732,5177
Chacra,CO,39.57526,-107.44672,329
Chadbourn,NC,34.32211,-78.82697,1791
Chadron,NE,42.82942,-102.99991,5775
Chadwick,IL,42.01336,-89.89068,526
Chadwicks,NY,43.02785,-75.27155,1506
Chaffee,MO,37.18005,-89.65509,2943
Chagrin Falls,OH,41.43616,-81.3865,4021
Chain of Rocks,MO,38.91505,-90.80152,97
Chain-O-Lakes,MO,36.53451,-93.72492,132
Chalco,NE,41.18389,-96.1503,10994
Chalfant,PA,40.40868,-79.83894,791
Chalfont,PA,40.28844,-75.20906,4069
Chalkhill,PA,39.84424,-79.61671,141
Chalkville,AL,33.65316,-86.64777,3901
Chalkyitsik,AK,66.65444,-143.72222,69
Challenge-Brownsville,CA,39.46447,-121.26338,1148
Challis,ID,44.50464,-114.23173,1043
Chalmers,IN,40.66309,-86.86946,503
Chalmette,LA,29.94296,-89.96537,16751
Chama,NM,36.90307,-106.57948,1004
Chamberino,NM,32.0401,-106.68555,919
Chamberlain,SD,43.81083,-99.33066,2386
Chamberlayne,VA,37.62653,-77.42859,5456
Chambers,NE,42.20501,-98.74898,265
Chambersburg,PA,39.93759,-77.6611,20691
Chamblee,GA,33.89205,-84.29881,28244
Chamisal,NM,36.16586,-105.73779,310
Chamita,NM,36.0703,-106.09697,870
Chamizal,NM,34.21757,-106.91364,101
Chamois,MO,38.67532,-91.76962,385
Champ,MO,38.74144,-90.44512,13
Champaign,IL,40.11642,-88.24338,86096
Champion,NE,40.46916,-101.74851,103
Champion Heights,OH,41.28999,-80.84595,6498
Champlain,NY,44.98643,-73.44653,1074
Champlin,MN,45.18885,-93.39745,23894
Chance,MD,38.17207,-75.94104,353
Chancellor,SD,43.3722,-96.987,258
Chandler,AZ,33.30616,-111.84125,260828
Chandler,IN,38.04171,-87.36806,3385
Chandler,MN,43.92913,-95.94724,257
Chandler,OK,35.70173,-96.88086,3175
Chandler,TX,32.30793,-95.47996,2949
Chandlerville,IL,40.0481,-90.15512,523
Chanhassen,MN,44.86219,-93.53079,25332
Channahon,IL,41.42948,-88.22867,12594
Channel Islands Beach,CA,34.15806,-119.22316,3103
Channel Lake,IL,42.47863,-88.13759,1664
Channelview,TX,29.77606,-95.11465,38289
Channing,TX,35.68365,-102.3302,360
Chantilly,VA,38.89428,-77.4311,23039
Chanute,KS,37.67921,-95.4572,9252
Chaparral,NM,32.02376,-106.38566,14631
Chapel Hill,NC,35.9132,-79.05584,59568
Chapel Hill,TN,35.62646,-86.69333,1467
Chapin,IA,42.83358,-93.22215,87
Chapin,IL,39.88142,-88.77396,575
Chapin,IL,39.76588,-90.39901,498
Chapin,SC,34.16598,-81.34982,1554
Chaplin,KY,37.89784,-85.22134,418
Chapman,KS,38.97222,-97.02251,1376
Chapman,ME,46.6481,-68.16087,483
Chapman,NE,41.02418,-98.15923,285
Chapman,PA,40.76065,-75.40463,199
Chapmanville,WV,37.97371,-82.01735,1205
Chappaqua,NY,41.15954,-73.76485,1436
Chappell,NE,41.09277,-102.47074,921
Chappells,SC,34.17985,-81.86678,49
Charco,AZ,32.25062,-112.60598,52
Chardon,OH,41.61422,-81.14899,5148
Charenton,LA,29.88159,-91.52511,1903
Chariton,IA,41.01389,-93.3066,4214
Charlack,MO,38.70255,-90.34345,1371
Charlemont,MA,42.62786,-72.86982,1382
Charleroi,PA,40.13785,-79.8981,4015
Charles City,IA,43.06636,-92.67241,7455
Charles City,VA,37.34348,-77.07303,133
Charles Town,WV,39.28899,-77.85972,5899
Charles Village,MD,39.32316,-76.6133,8267
Charleston,AR,35.29704,-94.03632,2483
Charleston,IL,39.49615,-88.17615,21196
Charleston,ME,45.08506,-69.04059,1452
Charleston,MO,36.92089,-89.35063,5815
Charleston,MS,34.00678,-90.05676,2048
Charleston,SC,32.77632,-79.93275,132609
Charleston,TN,35.2873,-84.75827,676
Charleston,UT,40.46634,-111.46991,467
Charleston,WV,38.34982,-81.63262,46838
Charleston Park,FL,26.70562,-81.58036,218
Charlestown,IN,38.45312,-85.67024,8088
Charlestown,MA,42.37787,-71.062,20397
Charlestown,MD,39.26816,-76.70525,1116
Charlestown,MD,39.57373,-75.97495,1198
Charlestown,NH,43.23869,-72.42453,1152
Charlestown,RI,41.38316,-71.64173,8421
Charlevoix,MI,45.31806,-85.2584,2540
Charlo,MT,47.43854,-114.17234,379
Charlos Heights,MT,46.12631,-114.17787,120
Charlotte,IA,41.9603,-90.46513,370
Charlotte,ME,45.02119,-67.24527,337
Charlotte,MI,42.56365,-84.83582,9054
Charlotte,NC,35.22709,-80.84313,911311
Charlotte,TN,36.17728,-87.33973,1506
Charlotte,TX,28.86192,-98.70641,1815
Charlotte,VT,44.30977,-73.26096,3861
Charlotte Court House,VA,37.05654,-78.63833,530
Charlotte Hall,MD,38.48096,-76.77802,1420
Charlotte Harbor,FL,26.95839,-82.06703,3714
Charlotte Park,FL,26.91006,-82.05398,2325
Charlottesville,VA,38.02931,-78.47668,46597
Charlton,MA,42.13565,-71.97007,12764
Charlton,MD,39.6301,-77.89416,171
Charlton Heights,WV,38.12372,-81.234,406
Charmwood,MO,38.27957,-91.09871,32
Charter Oak,CA,34.10306,-117.84589,9310
Charter Oak,IA,42.06832,-95.59167,492
Chase,AK,62.44917,-150.10167,34
Chase,KS,38.35501,-98.34951,460
Chase,PA,41.2848,-75.96298,978
Chase City,VA,36.79931,-78.45833,2296
Chase Crossing,VA,37.76263,-75.66743,377
Chaseburg,WI,43.65775,-91.09652,302
Chaska,MN,44.78941,-93.60218,25199
Chataignier,LA,30.56853,-92.32207,361
Chatcolet,ID,47.37213,-116.76351,76
Chateaugay,NY,44.92643,-74.07961,820
Chatfield,MN,43.84552,-92.18905,2799
Chatfield,OH,40.95033,-82.94491,189
Chatham,IL,39.67616,-89.70454,12351
Chatham,LA,32.30626,-92.45042,544
Chatham,MA,41.68206,-69.95974,1421
Chatham,MI,46.34772,-86.92904,212
Chatham,NH,44.16451,-71.01118,277
Chatham,NJ,40.74093,-74.38376,8993
Chatham,NY,42.36425,-73.59484,1696
Chatham,VA,36.82569,-79.39808,1481
Chatmoss,VA,36.6568,-79.81226,1698
Chatom,AL,31.46517,-88.25446,1237
Chatsworth,GA,34.76591,-84.76994,4351
Chatsworth,IA,42.9161,-96.51642,80
Chatsworth,IL,40.75365,-88.29199,1151
Chattahoochee,FL,30.70546,-84.84574,3144
Chattahoochee Hills,GA,33.55063,-84.76049,2690
Chattanooga,OK,34.42286,-98.65645,455
Chattanooga,TN,35.04563,-85.30968,181099
Chattanooga Valley,GA,34.93285,-85.35551,3846
Chattaroy,WV,37.70343,-82.28097,756
Chaumont,NY,44.067,-76.13021,616
Chauncey,GA,32.10462,-83.06459,323
Chauncey,OH,39.39785,-82.12931,1039
Chauncey,WV,37.76622,-81.98762,283
Chautauqua,KS,37.02034,-96.17666,103
Chautauqua,NY,42.20978,-79.46671,191
Chauvin,LA,29.43855,-90.59537,2912
Chazy,NY,44.88976,-73.43597,565
Cheat Lake,WV,39.67202,-79.85339,7988
Chebanse,IL,41.00309,-87.9081,1023
Cheboygan,MI,45.64696,-84.47448,4733
Checotah,OK,35.4701,-95.52304,3261
Cheektowaga,NY,42.90339,-78.75475,75178
Chefornak,AK,60.16,-164.26583,441
Chehalis,WA,46.66205,-122.96402,7391
Chehalis Village,WA,46.80343,-123.16903,372
Chelan,WA,47.84097,-120.01646,4060
Chelan Falls,WA,47.80153,-119.9859,329
Chelmsford,MA,42.59981,-71.36728,33925
Chelsea,AL,33.34011,-86.63026,12059
Chelsea,IA,41.91916,-92.39463,261
Chelsea,MA,42.39176,-71.03283,39398
Chelsea,ME,44.25035,-69.71727,2661
Chelsea,MI,42.31807,-84.02181,5205
Chelsea,OK,36.53565,-95.43247,1969
Chelsea,SD,45.16859,-98.73955,26
Chelsea,VT,43.98979,-72.4476,1242
Chelsea,WI,45.29025,-90.30737,113
Cheltenham,PA,40.06094,-75.09406,4810
Chelyan,WV,38.19538,-81.49095,776
Chemung,IL,42.4153,-88.66677,308
Chenango Bridge,NY,42.16674,-75.86242,2883
Chenega,AK,60.06637,-148.01239,76
Chenequa,WI,43.11167,-88.39232,603
Cheney,KS,37.63001,-97.78255,2159
Cheney,WA,47.48739,-117.57576,11534
Cheneyville,LA,31.01491,-92.28735,608
Chenoa,IL,40.7417,-88.71979,1763
Chenoweth,OR,45.62762,-121.24341,1855
Chepachet,RI,41.9151,-71.67146,1675
Cheraw,CO,38.10695,-103.51022,247
Cheraw,SC,34.69766,-79.8834,5778
Cheriton,VA,37.28958,-75.97132,475
Cherokee,AL,34.75703,-87.97281,1014
Cherokee,CA,39.64627,-121.5383,69
Cherokee,IA,42.74943,-95.55167,5030
Cherokee,KS,37.34589,-94.80885,713
Cherokee,NC,35.47427,-83.31487,2138
Cherokee,OK,36.75447,-98.35674,1560
Cherokee City,AR,36.29841,-94.57772,72
Cherokee Pass,MO,37.4895,-90.30512,235
Cherokee Strip,CA,35.46718,-119.26066,227
Cherokee Village,AR,36.29784,-91.51597,4603
Cherry,IL,41.42698,-89.21342,465
Cherry Creek,CO,39.611,-104.861,11120
Cherry Creek,NY,42.2945,-79.09976,440
Cherry Fork,OH,38.88757,-83.61436,156
Cherry Grove,NY,40.65899,-73.089,195
Cherry Grove,OH,39.07256,-84.32188,4378
Cherry Grove,WA,45.79512,-122.57899,546
Cherry Hill,MD,39.25483,-76.63441,7647
Cherry Hill,NJ,39.93484,-75.03073,70475
Cherry Hill,VA,38.56984,-77.26693,16000
Cherry Hill Mall,NJ,39.93595,-75.00906,14171
Cherry Hills Village,CO,39.64165,-104.95943,6539
Cherry Log,GA,34.78036,-84.39076,119
Cherry Tree,OK,35.74148,-94.64328,883
Cherry Tree,PA,40.72645,-78.8067,352
Cherry Valley,AR,35.40203,-90.75317,615
Cherry Valley,CA,33.97252,-116.97725,6362
Cherry Valley,IL,42.23474,-88.94899,3098
Cherry Valley,NY,42.79563,-74.7532,503
Cherry Valley,PA,41.15701,-79.79894,65
Cherryfield,ME,44.6073,-67.92584,1203
Cherryland,CA,37.67938,-122.1033,14728
Cherryvale,KS,37.27034,-95.55248,2230
Cherryvale,SC,33.95571,-80.45814,2496
Cherryville,NC,35.37874,-81.37897,5974
Cherryville,PA,40.75398,-75.53852,1580
Cherrywood Village,KY,38.26035,-85.65441,318
Chesaning,MI,43.18475,-84.11497,2288
Chesapeake,MO,37.117,-93.68159,49
Chesapeake,OH,38.42786,-82.4571,726
Chesapeake,VA,36.81904,-76.27494,235429
Chesapeake,WV,38.22344,-81.53623,1502
Chesapeake Beach,MD,38.68623,-76.53468,5873
Chesapeake City,MD,39.53095,-75.80744,691
Chesapeake Ranch Estates,MD,38.34624,-76.41773,10519
Chesapeake Ranch Estates-Drum Point,MD,38.35022,-76.41889,11503
Cheshire,CT,41.49899,-72.90066,29443
Cheshire,MA,42.56203,-73.16288,514
Cheshire,OH,38.9448,-82.11125,131
Cheshire,OH,40.23867,-82.96324,58
Cheshire Village,CT,41.5026,-72.89952,5786
Chesilhurst,NJ,39.73234,-74.881,1634
Chesnee,SC,35.14845,-81.86094,899
Chest Springs,PA,40.58007,-78.60696,144
Chester,AR,35.68092,-94.17521,160
Chester,CA,40.30627,-121.23191,2144
Chester,GA,32.39378,-83.15293,1568
Chester,IA,43.49108,-92.36045,125
Chester,IL,37.91366,-89.82205,8588
Chester,MA,42.27926,-72.97871,627
Chester,MD,38.97539,-76.2894,4167
Chester,ME,45.40867,-68.49975,546
Chester,MT,48.51054,-110.96747,883
Chester,NE,40.01029,-97.61838,230
Chester,NH,42.95675,-71.25728,5236
Chester,NJ,40.78427,-74.69683,1675
Chester,NY,41.36259,-74.27126,3918
Chester,OK,36.21643,-98.92093,117
Chester,PA,39.84753,-75.35785,34092
Chester,SC,34.70486,-81.21426,5486
Chester,SD,43.89497,-96.92645,261
Chester,TX,30.92631,-94.59659,310
Chester,VA,37.35682,-77.44165,20987
Chester,VT,43.26285,-72.59509,2994
Chester,WV,40.61312,-80.56285,2498
Chester Center,CT,41.40132,-72.4527,1558
Chester Gap,VA,38.85345,-78.135,839
Chester Heights,PA,39.89011,-75.47548,2626
Chester Hill,PA,40.88978,-78.22835,859
Chester Springs,PA,40.0951,-75.61687,7520
Chesterbrook,PA,40.07566,-75.45908,4589
Chesterfield,IL,39.25505,-90.06316,182
Chesterfield,IN,40.11254,-85.59692,2495
Chesterfield,MA,42.39175,-72.83982,1222
Chesterfield,MO,38.66311,-90.57707,47864
Chesterfield,NH,42.8873,-72.47037,3773
Chesterfield,SC,34.73599,-80.08812,1452
Chesterfield,TN,35.63451,-88.26699,469
Chesterfield Court House,VA,37.37709,-77.50499,3808
Chesterhill,OH,39.48841,-81.86597,285
Chesterland,OH,41.52227,-81.33789,2521
Chesterton,IN,41.61059,-87.0642,13433
Chestertown,MD,39.209,-76.06661,5093
Chestertown,NY,43.65257,-73.80096,677
Chesterville,ME,44.55117,-70.08617,1216
Chesterville,OH,40.48006,-82.68351,230
Chestnut,IL,40.05365,-89.18537,246
Chestnut Hill,MA,42.33065,-71.16616,23649
Chestnut Ridge,NY,41.08426,-74.0557,8158
Cheswick,PA,40.54173,-79.79922,1730
Cheswold,DE,39.21928,-75.58576,1415
Cheswolde,MD,39.364,-76.68914,7592
Chetek,WI,45.31413,-91.651,2191
Chetopa,KS,37.03729,-95.08996,1082
Chevak,AK,61.52778,-165.58639,1018
Cheval,FL,28.14862,-82.51454,10702
Cheverly,MD,38.92817,-76.91581,6485
Cheviot,OH,39.157,-84.61328,8295
Chevy Chase,DC,38.981,-77.083,9545
Chevy Chase,MD,39.00287,-77.07115,9545
Chevy Chase Heights,PA,40.63673,-79.1442,1502
Chevy Chase Section Five,MD,38.98372,-77.07414,693
Chevy Chase Section Three,MD,38.979,-77.07387,801
Chevy Chase View,MD,39.01983,-77.08248,977
Chevy Chase Village,MD,38.96928,-77.07887,2060
Chewelah,WA,48.27629,-117.71552,2607
Chewey,OK,36.1037,-94.76745,135
Chewsville,MD,39.64287,-77.63499,238
Chewton,PA,40.88895,-80.3259,488
Cheyenne,OK,35.61394,-99.67149,824
Cheyenne,WY,41.13998,-104.82025,65132
Cheyenne Wells,CO,38.8214,-102.35324,837
Chiawuli Tak,AZ,31.93563,-111.78095,78
Chicago,IL,41.85003,-87.65005,2664452
Chicago Heights,IL,41.50615,-87.6356,30284
Chicago Ridge,IL,41.70142,-87.77922,14373
Chical,NM,34.86839,-106.66836,107
Chichester,NH,43.24925,-71.39979,2382
Chickaloon,AK,61.79667,-148.46278,272
Chickamauga,GA,34.87119,-85.29079,3107
Chickamaw Beach,MN,46.74357,-94.38527,113
Chickasaw,AL,30.7638,-88.07472,5954
Chickasaw,OH,40.43699,-84.49329,301
Chickasha,OK,35.05257,-97.93643,16488
Chicken,AK,64.07333,-141.93611,7
Chico,CA,39.72849,-121.83748,121345
Chico,TX,33.29595,-97.79892,1069
Chico,WA,47.61148,-122.71042,2259
Chicopee,KS,37.382,-94.74191,408
Chicopee,MA,42.1487,-72.60787,56741
Chicora,PA,40.94812,-79.74283,1006
Chidester,AR,33.70233,-93.02044,271
Chief Lake,WI,45.92662,-91.33295,583
Chiefland,FL,29.47496,-82.85984,2218
Chignik,AK,56.29442,-158.4038,87
Chignik Lagoon,AK,56.30844,-158.53024,78
Chignik Lake,AK,56.25556,-158.7625,73
Chilchinbito,AZ,36.52722,-110.08235,506
Chilcoot-Vinton,CA,39.80675,-120.13882,454
Childersburg,AL,33.27817,-86.35498,5046
Childress,TX,34.42645,-100.204,6101
Chilhowee,MO,38.5889,-93.85438,329
Chilhowie,VA,36.79845,-81.68234,1741
Chili,NM,36.10502,-106.14975,654
Chili,WI,44.62691,-90.35652,226
Chilili,NM,34.8895,-106.2328,137
Chillicothe,IA,41.08557,-92.52936,96
Chillicothe,IL,40.92226,-89.4862,6226
Chillicothe,MO,39.79529,-93.55244,9487
Chillicothe,OH,39.33312,-82.9824,21727
Chillicothe,TX,34.25647,-99.51676,660
Chillum,MD,38.96372,-76.99081,33513
Chilmark,MA,41.34317,-70.74475,858
Chilo,OH,38.79313,-84.14077,63
Chiloquin,OR,42.57764,-121.86613,721
Chilton,TX,31.28018,-97.06416,911
Chilton,WI,44.02888,-88.16288,3896
Chimayo,NM,36.00391,-105.94697,3177
Chimney Rock,NC,35.43929,-82.2465,113
China,ME,44.47868,-69.51726,4269
China,TX,30.04799,-94.33574,1130
China Grove,NC,35.56931,-80.58173,4182
China Grove,TX,29.38885,-98.3489,1291
China Lake Acres,CA,35.64051,-117.76395,1876
Chinatown,HI,21.31173,-157.86183,3001
Chinchilla,PA,41.47508,-75.67713,2098
Chincoteague,VA,37.93318,-75.37881,2914
Chinese Camp,CA,37.87104,-120.43325,126
Chiniak,AK,57.61044,-152.28248,47
Chinle,AZ,36.15445,-109.55261,4518
Chino,CA,34.01223,-117.68894,85595
Chino Hills,CA,33.9938,-117.75888,78309
Chino Valley,AZ,34.75752,-112.45378,11137
Chinook,MT,48.59,-109.23128,1228
Chinook,WA,46.27288,-123.94543,466
Chipley,FL,30.78186,-85.53854,3565
Chippewa Falls,WI,44.93691,-91.39293,14047
Chippewa Lake,OH,41.06978,-81.90097,720
Chippewa Park,OH,40.51561,-83.88906,891
Chippewa-on-the-Lake,OH,41.06978,-81.90097,293
Chireno,TX,31.49935,-94.35187,386
Chisago City,MN,45.37358,-92.88994,4932
Chisholm,ME,44.48145,-70.1995,1380
Chisholm,MN,47.4891,-92.8838,4981
Chistochina,AK,62.57178,-144.65417,93
Chitina,AK,61.51562,-144.43956,126
Chittenango,NY,43.04507,-75.86658,4891
Chittenden,VT,43.70784,-72.94816,1231
Chloride,AZ,35.41444,-114.1994,271
Choccolocco,AL,33.65927,-85.70357,2804
Chocowinity,NC,35.51266,-77.10051,821
Choctaw,LA,29.8391,-90.69092,879
Choctaw,OK,35.49756,-97.26892,12179
Choctaw Lake,OH,39.96006,-83.48492,1546
Chokio,MN,45.57163,-96.17339,389
Chokoloskee,FL,25.81288,-81.36202,359
Choptank,MD,38.68095,-75.94827,129
Choteau,MT,47.81245,-112.18363,1696
Choudrant,LA,32.53015,-92.51431,955
Chouteau,OK,36.18593,-95.34302,2092
Chowchilla,CA,37.123,-120.26018,18510
Chrisman,IL,39.80365,-87.67364,1272
Chrisney,IN,38.01477,-87.03639,484
Christiana,PA,39.95483,-75.99689,1171
Christiana,TN,35.71007,-86.39944,9830
Christiansburg,OH,40.05533,-84.02605,504
Christiansburg,VA,37.12985,-80.40894,21943
Christie,OK,35.95814,-94.69023,218
Christine,ND,46.57357,-96.80175,153
Christine,TX,28.78915,-98.49724,414
Christmas,FL,28.53639,-81.01756,1146
Christopher,IL,37.97255,-89.05341,2779
Christopher Creek,AZ,34.31531,-111.01707,156
Christoval,TX,31.1935,-100.49871,504
Chualar,CA,36.57052,-121.51855,1190
Chuathbaluk,AK,61.57194,-159.245,125
Chubbuck,ID,42.92075,-112.46609,14428
Chuckey,TN,36.21594,-82.68821,9560
Chugcreek,WY,42.04803,-104.9183,156
Chugwater,WY,41.75664,-104.82164,216
Chuichu,AZ,32.752,-111.78318,269
Chula,MO,39.92168,-93.47438,203
Chula Vista,CA,32.64005,-117.0842,265757
Chula Vista Colonia,TX,26.07536,-97.44026,288
Chula Vista Colonia,TX,28.66026,-99.80922,450
Chuluota,FL,28.64194,-81.1234,2483
Chums Corner,MI,44.67195,-85.65646,946
Chumuckla,FL,30.77658,-87.23719,850
Chunchula,AL,30.92185,-88.20056,210
Chunky,MS,32.3257,-88.92811,327
Chupadero,NM,35.82253,-105.91669,362
Church Creek,MD,38.50206,-76.15216,123
Church Hill,MD,39.14122,-75.9855,747
Church Hill,PA,40.68201,-77.59861,1627
Church Hill,TN,36.52232,-82.71349,6719
Church Point,LA,30.40298,-92.21513,4521
Church Rock,NM,35.53391,-108.5998,1128
Churchill,MT,45.75076,-111.3044,902
Churchill,OH,41.162,-80.6648,2149
Churchill,PA,40.4384,-79.8431,2979
Churchs Ferry,ND,48.26917,-99.19013,12
Churchtown,PA,40.13315,-75.96466,470
Churchville,NY,43.10423,-77.88445,2032
Churchville,PA,40.194,-75.004,4128
Churchville,VA,38.22624,-79.16226,194
Churdan,IA,42.15193,-94.47442,369
Churubusco,IN,41.2306,-85.31942,1795
Cibecue,AZ,34.04477,-110.48539,1713
Cibola,AZ,33.31642,-114.66496,250
Cibolo,TX,29.56162,-98.22696,33433
Cicero,IL,41.84559,-87.75394,83886
Cicero,IN,40.12393,-86.01332,4891
Cicero,NY,43.17562,-76.11937,31632
Cienega Springs,AZ,34.18863,-114.22467,1798
Cienegas Terrace,TX,29.36745,-100.94371,3424
Cimarron,KS,37.80669,-100.3482,2262
Cimarron,NM,36.51087,-104.91583,912
Cimarron City,OK,35.88949,-97.60171,165
Cincinnati,AR,36.0373,-94.51105,306
Cincinnati,IA,40.63085,-92.92465,345
Cincinnati,OH,39.12711,-84.51439,311097
Cincinnatus,NY,42.54229,-75.89575,1056
Cinco Bayou,FL,30.42255,-86.60926,420
Cinco Ranch,TX,29.73884,-95.758,18274
Cinnaminson,NJ,39.99678,-74.99267,14646
Circle,AK,65.82556,-144.06056,104
Circle,MT,47.41667,-105.59222,613
Circle D-KC Estates,TX,30.161,-97.23473,2393
Circle Pines,MN,45.14858,-93.15161,4958
Circleville,KS,39.50833,-95.8586,168
Circleville,OH,39.60062,-82.94601,13857
Circleville,UT,38.17164,-112.27048,523
Cisco,IL,40.01142,-88.72618,255
Cisco,TX,32.38819,-98.97923,3791
Cisne,IL,38.51588,-88.43755,659
